allocation_id,card_id,person_id,data_inicio,data_fim,status,motivo,created_at,created_by
c22c0e01-04b5-4af4-9dc5-16e2ff2ed818,9fb120ef-9487-41a6-9887-8201e42b2112,27288762-86ce-4af9-aaae-7872d5628476,2026-02-18 00:00:00,2026-03-06 00:00:00,ENCERRADA,,2026-02-20T16:25:04.365Z,yasmim.sousa@raizeducacao.com.br
433fbecb-1977-498f-b20b-11cbb9ea051c,9f0231f1-572e-46eb-acb1-e1def64009e4,63ecc60b-e53a-4629-bf28-6bf704142430,2026-02-19 00:00:00,2026-03-12 00:00:00,ENCERRADA,,2026-02-23T12:26:23.546Z,yasmim.sousa@raizeducacao.com.br
557b6f4e-0747-4cb0-a8f8-198c7b2a3a9f,5d307d26-68eb-4a81-860b-2c4f36a3bb31,e13120aa-47e6-4830-b14b-20b4274a7b87,2026-02-13 00:00:00,,ATIVA,,2026-02-23T12:45:22.507Z,yasmim.sousa@raizeducacao.com.br
8ce0de59-f845-483c-bda2-f544dca7ab27,abae31af-bd8c-4f4b-a2c9-8e64bfb64aac,229e9a32-b280-4205-b73f-f115a842f22a,2026-02-13 00:00:00,,ATIVA,,2026-02-23T12:46:15.973Z,yasmim.sousa@raizeducacao.com.br
d4963832-edb8-4550-b602-5f602bcc8277,f408cc95-d696-42b3-b892-b1d7f289149a,448671e7-e390-4206-8fb8-d049c4f44a36,2026-02-13 00:00:00,,ATIVA,,2026-02-23T12:49:57.922Z,yasmim.sousa@raizeducacao.com.br
9ddeb64a-0cdb-498c-8332-a83f4e555360,b323410c-f69b-4d4b-a24d-98b2dcc155c9,e3ddd1db-a068-475e-9bfb-b9acd471efaa,2026-02-13 00:00:00,,ATIVA,,2026-02-23T12:54:39.752Z,yasmim.sousa@raizeducacao.com.br
62784444-f484-436c-9754-13b34bdb8511,d0b41ef1-3131-492b-a391-16dc92782639,73f15a39-4de6-4f79-8f6b-b199c51b234c,2026-02-19 00:00:00,,ATIVA,,2026-02-23T13:04:14.531Z,yasmim.sousa@raizeducacao.com.br
f0ee1bb3-d208-40eb-8dcb-2446745f45c7,e8acf9aa-a160-49ce-bee0-05001bc330a1,73f15a39-4de6-4f79-8f6b-b199c51b234c,2026-02-19 00:00:00,,ATIVA,,2026-02-23T13:05:44.973Z,yasmim.sousa@raizeducacao.com.br
7a7ac605-f753-4a95-b291-451c96d4d509,5fde00be-d826-4c7e-b337-dc1267036229,d5802ab3-790a-4645-8e7a-6cb60215b424,2026-02-19 00:00:00,2026-03-06 00:00:00,ENCERRADA,,2026-02-23T13:07:54.548Z,yasmim.sousa@raizeducacao.com.br
94ffac87-6f09-4b9a-9567-0b6eb772bd70,2d3de118-6041-4028-b45f-f453781da3ef,d5802ab3-790a-4645-8e7a-6cb60215b424,2026-02-19 00:00:00,,ATIVA,,2026-02-23T13:09:19.074Z,yasmim.sousa@raizeducacao.com.br
be5fa94e-e0f6-44df-889c-abce02d08659,b5561520-d31f-4d40-9a7b-63c76c0cc919,ac20d284-dfdf-4c03-9a60-c84905ce108c,2026-02-20 00:00:00,,ATIVA,,2026-02-23T13:13:32.697Z,yasmim.sousa@raizeducacao.com.br
3871665e-07a8-43dd-af6c-ae49d150224d,eef68dae-c034-43d5-b56f-04281f6db845,8ec32232-8e5c-4bac-a62a-58e92a2cf152,2026-02-25 00:00:00,2026-03-03 00:00:00,ENCERRADA,,2026-03-03T18:04:25.335Z,yasmim.sousa@raizeducacao.com.br
7aeff2c0-2ff9-46d2-a0a9-fc640a0b9395,eef68dae-c034-43d5-b56f-04281f6db845,be71fdc0-7ca9-4eec-8642-46c4a98ac7c0,2026-02-25 00:00:00,,ATIVA,,2026-03-03T18:11:57.090Z,yasmim.sousa@raizeducacao.com.br
4c109a14-5e91-4ec2-b263-680cee0a7c66,337c507d-2789-438a-9650-4c1035f5d7e3,26e83d1d-d605-47d6-ae24-1534be418e0e,2026-02-25 00:00:00,,ATIVA,,2026-03-03T18:14:14.402Z,yasmim.sousa@raizeducacao.com.br
7b74fed8-6708-40a5-98c5-cf66d35256e0,dd06e678-7ab0-4cae-96c1-41c82923a103,8ec32232-8e5c-4bac-a62a-58e92a2cf152,2026-02-25 00:00:00,,ATIVA,,2026-03-03T18:15:09.320Z,yasmim.sousa@raizeducacao.com.br
d9ccf315-1bbb-4e1e-91b8-46fd40fb5363,8dd14bcf-cb15-4138-a44f-b9e5278442ed,f8cea6a5-5a35-4420-a0c5-06f6a0958662,2026-03-03 00:00:00,,ATIVA,,2026-03-03T18:25:53.142Z,yasmim.sousa@raizeducacao.com.br
88ff0dcc-f113-4157-a408-52ced1ca7956,dd9590c2-8dd7-48fc-939c-69b6388383eb,e92d6b4c-303d-4b9b-b9f1-a8727fe94851,2026-03-03 00:00:00,,ATIVA,,2026-03-03T18:27:55.779Z,yasmim.sousa@raizeducacao.com.br
c3a06469-f786-4590-ae3c-fc52ee54d93e,1c8ebdec-aa57-4807-874c-a90abb0f6c74,9583c56d-2aec-48f1-8117-750e1c6b3970,2026-03-05 00:00:00,,ATIVA,,2026-03-06T15:59:47.331Z,yasmim.sousa@raizeducacao.com.br
347908c4-1bee-4789-8dce-d316c91f2131,34795d6e-f9cc-47cf-8e31-0aed78d1ee5c,68676d1f-88db-48db-9dac-d5d7db7f4838,2026-03-05 00:00:00,,ATIVA,,2026-03-06T16:27:05.965Z,yasmim.sousa@raizeducacao.com.br
5e186e11-e782-42c0-87f4-e05d9d070810,3a539153-a237-4a5c-8e57-4ad21177efba,d5802ab3-790a-4645-8e7a-6cb60215b424,2026-02-23 00:00:00,2026-03-06 00:00:00,ENCERRADA,,2026-03-10T18:28:23.743Z,yasmim.sousa@raizeducacao.com.br
b8665756-5c3e-4acb-b912-00c0ee8e46d5,9da8e4e0-c46f-4536-bd03-58cde3d7c390,2c609798-3802-47bf-aed2-ebaee61c1795,2026-03-23 00:00:00,,ATIVA,,2026-03-24T15:09:12.566Z,yasmim.sousa@raizeducacao.com.br
7562e812-cb00-424b-bc5b-81ec4ecc25e4,0b4d2248-0d6e-4c40-a926-bd6c6a9046be,92a95bc0-d255-4ba3-8ed5-28f5f47eaa74,2026-03-23 00:00:00,,ATIVA,,2026-03-24T15:12:53.454Z,yasmim.sousa@raizeducacao.com.br
46365ccd-1773-47e8-b5d4-71063ffb44dd,d95611ef-7b92-4050-bcec-e3ebabb746d0,f07b2cd1-be20-4e76-b69c-ae0840109888,2026-03-02 00:00:00,,ATIVA,,2026-03-24T16:27:40.056Z,yasmim.sousa@raizeducacao.com.br
edb8695e-f16e-422e-b746-f44ae622b323,c02120ee-5292-4238-a7bb-99bcdeb7e6ba,5b302350-c4aa-45b1-a876-7332c650a676,2026-03-03 00:00:00,,ATIVA,,2026-03-24T16:35:00.691Z,yasmim.sousa@raizeducacao.com.br
b0271b98-f625-4435-b8f9-96d016fbbb85,baf051f0-a350-48e4-b312-b9cf81516a95,4fc35084-aed2-4913-8f6e-721cccbece6f,2026-03-16 00:00:00,,ATIVA,,2026-03-24T16:40:31.354Z,yasmim.sousa@raizeducacao.com.br
4a723184-1809-40b4-8f9a-7dd93fac14ae,e18429b9-3c68-4e6f-841f-eefb75353f58,4fc35084-aed2-4913-8f6e-721cccbece6f,2026-03-16 00:00:00,,ATIVA,,2026-03-24T16:44:22.321Z,yasmim.sousa@raizeducacao.com.br
44f0ff3a-ac72-452d-af9b-29ea9eaee4bf,f4d0d218-6a28-4d94-b981-f1a5f212acf8,2c07ebf1-caca-4b5f-b380-4e764f07d24a,2026-03-02 00:00:00,,ATIVA,,2026-03-24T16:59:58.147Z,yasmim.sousa@raizeducacao.com.br
5be17737-6240-4e56-9e9c-cc8cce2485dd,402c575a-8c9a-4b9c-9faf-83a390493ebe,2c07ebf1-caca-4b5f-b380-4e764f07d24a,2026-03-02 00:00:00,,ATIVA,,2026-03-24T18:33:23.294Z,yasmim.sousa@raizeducacao.com.br
2384c373-9eee-43ba-bb17-53fb2c831e9d,03d13a41-2041-4307-ba9f-939606b46e27,e92d6b4c-303d-4b9b-b9f1-a8727fe94851,2026-02-12 00:00:00,,ATIVA,,2026-03-24T18:44:04.122Z,yasmim.sousa@raizeducacao.com.br
df1a2f69-0cd6-469a-86af-4a01c308672a,380e1a5f-b89a-402b-bb35-1105a7014d54,f33d6857-8b19-4ce8-b717-afc520738ca8,2026-03-25 00:00:00,,ATIVA,,2026-03-25T16:19:53.788Z,yasmim.sousa@raizeducacao.com.br
d552a520-b878-4871-9548-8e3d95cd1bce,5b5b4a3f-1e61-4a1f-9061-079f230d06b5,eee86198-db04-4d06-8329-1927ae13163a,2026-02-05 00:00:00,,ATIVA,,2026-03-25T16:33:32.115Z,yasmim.sousa@raizeducacao.com.br
943a94af-84f7-4eaa-80ec-22b0fb4f31f2,765b4ab4-b3d6-4353-9390-0ccb293db918,51da9e6e-d731-4db8-96e7-97e525da70de,2026-02-12 00:00:00,,ATIVA,,2026-03-25T17:14:56.651Z,yasmim.sousa@raizeducacao.com.br
b4e049f4-0f92-434a-8326-bf25e5d607cd,ad53f0df-5dc1-42d1-86d6-f72a7c08a3b8,2c07ebf1-caca-4b5f-b380-4e764f07d24a,2026-03-02 00:00:00,,ATIVA,,2026-03-25T17:32:13.472Z,yasmim.sousa@raizeducacao.com.br
143739d2-fd4e-4b71-939f-4590b61a83cf,f0e605e4-f84c-48b6-8b91-f97ee31eb3a9,70caddb9-d6c6-4502-ae37-ae427221f20b,2026-02-12 00:00:00,,ATIVA,,2026-03-25T17:54:23.403Z,yasmim.sousa@raizeducacao.com.br
4a877ec3-2664-4e20-8317-1ce36e19ea62,f616bebe-172d-4b93-bc6b-b5392dde8a0e,70caddb9-d6c6-4502-ae37-ae427221f20b,2026-02-12 00:00:00,,ATIVA,,2026-03-25T17:55:27.854Z,yasmim.sousa@raizeducacao.com.br
